epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2071.8,1.52477,2.84323,1.13939,0.74807,0.68904,0.71745,0.35528,1.71886,2.44795,1.31075,0.000943957,0.000943957,0.000943957
26,2155.06,1.50615,2.74749,1.12594,0.73992,0.7036,0.71917,0.35783,1.73003,2.47303,1.31878,0.000923746,0.000923746,0.000923746
27,2239.12,1.4916,2.71665,1.11982,0.73932,0.69711,0.72597,0.36488,1.71808,2.40089,1.30581,0.000903536,0.000903536,0.000903536
28,2321.69,1.50943,2.70836,1.12264,0.75979,0.69068,0.72534,0.36267,1.74625,2.40545,1.32532,0.000883326,0.000883326,0.000883326
29,2403.95,1.49145,2.68105,1.11128,0.77613,0.69087,0.72811,0.35647,1.76052,2.38706,1.3331,0.000863116,0.000863116,0.000863116
30,2486.13,1.48427,2.63588,1.10601,0.77207,0.70141,0.73867,0.37663,1.71443,2.3026,1.29447,0.000842906,0.000842906,0.000842906
31,2568.98,1.48639,2.64455,1.11343,0.78591,0.69143,0.73116,0.37245,1.71688,2.34876,1.31661,0.000822696,0.000822696,0.000822696
32,2651.89,1.47593,2.62577,1.10617,0.75141,0.70897,0.73624,0.36837,1.72601,2.31529,1.31876,0.000802486,0.000802486,0.000802486
33,2735.46,1.48038,2.59919,1.10871,0.76662,0.71932,0.73953,0.3759,1.7258,2.31183,1.3115,0.000782275,0.000782275,0.000782275
34,2818.79,1.46112,2.5393,1.0954,0.8062,0.70828,0.74919,0.37892,1.71908,2.29677,1.30981,0.000762065,0.000762065,0.000762065
35,2901.92,1.44951,2.52983,1.09295,0.78097,0.72132,0.75331,0.38318,1.71307,2.23301,1.31742,0.000741855,0.000741855,0.000741855
36,2984.94,1.46561,2.53691,1.09421,0.80196,0.71208,0.74475,0.37655,1.73156,2.27274,1.32878,0.000721645,0.000721645,0.000721645
37,3066.86,1.4459,2.48277,1.08953,0.75879,0.71228,0.7401,0.38035,1.71802,2.25656,1.30896,0.000701435,0.000701435,0.000701435
38,3150.2,1.43916,2.47668,1.08501,0.79453,0.70955,0.74773,0.38311,1.71953,2.22527,1.31149,0.000681225,0.000681225,0.000681225
39,3232.62,1.43951,2.462,1.08542,0.80556,0.72267,0.74762,0.38414,1.71865,2.20845,1.31669,0.000661015,0.000661015,0.000661015
40,3315.27,1.43102,2.43104,1.0806,0.79869,0.72159,0.7504,0.38949,1.70629,2.16688,1.30043,0.000640804,0.000640804,0.000640804
41,3397.63,1.43601,2.3932,1.07634,0.7824,0.74094,0.76368,0.3917,1.70352,2.11103,1.30131,0.000620594,0.000620594,0.000620594
42,3480.39,1.4181,2.37807,1.06565,0.79484,0.71707,0.75479,0.39675,1.69037,2.15276,1.28748,0.000600384,0.000600384,0.000600384
43,3562.92,1.42318,2.40105,1.07324,0.80488,0.73511,0.76823,0.39556,1.69418,2.14096,1.30216,0.000580174,0.000580174,0.000580174
44,3645.69,1.42051,2.37135,1.06795,0.81638,0.72646,0.76739,0.3973,1.69748,2.13167,1.30511,0.000559964,0.000559964,0.000559964
45,3728.02,1.40251,2.32084,1.06831,0.79025,0.73314,0.7583,0.39633,1.69094,2.09489,1.29897,0.000539754,0.000539754,0.000539754
46,3810.21,1.39168,2.3116,1.05696,0.80113,0.73643,0.76732,0.39989,1.68964,2.1074,1.29456,0.000519544,0.000519544,0.000519544
47,3893.46,1.38999,2.26832,1.06084,0.80337,0.7351,0.7666,0.39725,1.69064,2.10187,1.30036,0.000499333,0.000499333,0.000499333
48,3976.27,1.3953,2.27662,1.06266,0.81783,0.7374,0.77102,0.40211,1.67895,2.06769,1.28389,0.000479123,0.000479123,0.000479123
49,4059.36,1.38279,2.29644,1.0547,0.81778,0.73882,0.77348,0.40271,1.68114,2.05763,1.28308,0.000458913,0.000458913,0.000458913
50,4141.42,1.39332,2.29143,1.05268,0.81948,0.73171,0.76441,0.39827,1.69604,2.07763,1.2967,0.000438703,0.000438703,0.000438703
51,4223.54,1.37144,2.2505,1.04376,0.80704,0.73382,0.76961,0.4074,1.67374,2.02694,1.28949,0.000418493,0.000418493,0.000418493
52,4306.39,1.36653,2.21271,1.04293,0.82675,0.73615,0.77578,0.40828,1.66743,2.00642,1.28248,0.000398283,0.000398283,0.000398283
53,4389.34,1.34953,2.17571,1.03383,0.81265,0.74236,0.77509,0.40858,1.67449,1.99554,1.28499,0.000378073,0.000378073,0.000378073
54,4472.16,1.35696,2.18224,1.03378,0.81085,0.74688,0.7711,0.40768,1.68001,2.01424,1.28637,0.000357862,0.000357862,0.000357862
55,4554.43,1.33998,2.15164,1.02755,0.82961,0.74451,0.77711,0.40928,1.67819,2.00157,1.28717,0.000337652,0.000337652,0.000337652
56,4635.91,1.35672,2.17495,1.03822,0.81076,0.74347,0.77226,0.40793,1.66651,1.9981,1.28746,0.000317442,0.000317442,0.000317442
57,4718.34,1.3419,2.15355,1.02735,0.8225,0.74621,0.7766,0.41011,1.66865,1.98776,1.29042,0.000297232,0.000297232,0.000297232
58,4802.15,1.35201,2.1666,1.03785,0.82519,0.74037,0.77475,0.41099,1.67357,2.0069,1.28464,0.000277022,0.000277022,0.000277022
59,4884.56,1.32211,2.08862,1.02153,0.8372,0.74329,0.78523,0.41283,1.67624,1.984,1.2904,0.000256812,0.000256812,0.000256812
60,4966.71,1.32471,2.09139,1.01716,0.8065,0.75009,0.77446,0.41208,1.66944,1.97351,1.29333,0.000236602,0.000236602,0.000236602
61,5048.69,1.36031,1.74047,1.09476,0.8166,0.74618,0.77094,0.40691,1.68256,1.9791,1.29258,0.000216391,0.000216391,0.000216391
62,5129.62,1.32788,1.64771,1.07379,0.82525,0.74747,0.77703,0.4146,1.66916,1.95787,1.28478,0.000196181,0.000196181,0.000196181
63,5210.22,1.31647,1.62216,1.07124,0.82364,0.74804,0.77851,0.41818,1.65894,1.94781,1.28072,0.000175971,0.000175971,0.000175971
64,5290.48,1.30394,1.59459,1.06464,0.83331,0.75458,0.78613,0.42017,1.65849,1.94063,1.28046,0.000155761,0.000155761,0.000155761
65,5370.59,1.29082,1.56477,1.05501,0.82326,0.75176,0.78513,0.42141,1.65145,1.93239,1.27697,0.000135551,0.000135551,0.000135551
66,5451.41,1.28229,1.56942,1.06036,0.83084,0.75122,0.7843,0.42442,1.65056,1.93804,1.28233,0.000115341,0.000115341,0.000115341
67,5531.61,1.27898,1.54856,1.04965,0.83578,0.74494,0.7874,0.42691,1.64473,1.92488,1.2767,9.51306e-05,9.51306e-05,9.51306e-05
68,5612.69,1.27638,1.54371,1.04773,0.83504,0.74808,0.785,0.42604,1.64712,1.90901,1.28172,7.49204e-05,7.49204e-05,7.49204e-05
69,5693.8,1.27046,1.51238,1.04486,0.81794,0.76521,0.78949,0.42577,1.65404,1.9023,1.28531,5.47103e-05,5.47103e-05,5.47103e-05
70,5774.4,1.26966,1.54131,1.04566,0.83464,0.75171,0.78722,0.42604,1.64794,1.90305,1.28125,3.45001e-05,3.45001e-05,3.45001e-05
