epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,84.8808,1.305,2.03827,1.00793,0.82338,0.73168,0.78458,0.40625,1.72502,2.0271,1.32219,0.000474807,0.000474807,0.000474807
2,170.01,1.31397,2.0347,1.01343,0.78214,0.70443,0.73342,0.34977,1.81206,2.25086,1.38346,0.000927599,0.000927599,0.000927599
3,253.131,1.37484,2.20385,1.04337,0.7812,0.68386,0.7221,0.35446,1.80303,2.30958,1.37542,0.00135681,0.00135681,0.00135681
4,335.54,1.41156,2.34816,1.06248,0.77655,0.69945,0.72623,0.3612,1.7959,2.38042,1.35516,0.0013229,0.0013229,0.0013229
5,417.944,1.41947,2.36962,1.06556,0.78748,0.70111,0.735,0.36073,1.77906,2.31336,1.37399,0.00128753,0.00128753,0.00128753
6,500.537,1.41248,2.3298,1.06244,0.76945,0.68698,0.72854,0.36777,1.76442,2.29685,1.33742,0.00125216,0.00125216,0.00125216
7,582.936,1.42405,2.33382,1.06883,0.78229,0.70242,0.73581,0.36621,1.76893,2.3105,1.3509,0.00121679,0.00121679,0.00121679
8,665.419,1.40484,2.32258,1.05463,0.76563,0.70076,0.72052,0.35852,1.77886,2.31802,1.35689,0.00118143,0.00118143,0.00118143
9,748.53,1.39998,2.30094,1.05642,0.80381,0.70667,0.73823,0.36646,1.78502,2.2692,1.35423,0.00114606,0.00114606,0.00114606
10,831.43,1.38191,2.21792,1.04255,0.78835,0.72514,0.75,0.37494,1.78795,2.2325,1.34946,0.00111069,0.00111069,0.00111069
11,914.151,1.39894,2.28215,1.05704,0.79262,0.68987,0.72508,0.36651,1.74989,2.29205,1.33184,0.00107532,0.00107532,0.00107532
12,996.632,1.38559,2.24766,1.05282,0.8103,0.71123,0.75851,0.37653,1.77287,2.18077,1.35286,0.00103995,0.00103995,0.00103995
13,1079.94,1.37132,2.19885,1.04298,0.79722,0.72687,0.75461,0.38577,1.75433,2.17411,1.34513,0.00100459,0.00100459,0.00100459
14,1162.56,1.37658,2.21272,1.04494,0.79693,0.72022,0.75418,0.38197,1.74491,2.18706,1.32852,0.000969219,0.000969219,0.000969219
15,1245.02,1.36122,2.15589,1.03421,0.81111,0.72336,0.7575,0.38377,1.759,2.1266,1.3333,0.000933851,0.000933851,0.000933851
16,1327.87,1.36778,2.17652,1.03741,0.82412,0.72615,0.76043,0.37964,1.75723,2.09686,1.34107,0.000898484,0.000898484,0.000898484
17,1410.51,1.36583,2.16341,1.0369,0.79885,0.71295,0.75569,0.39111,1.75313,2.14265,1.34092,0.000863116,0.000863116,0.000863116
18,1493.69,1.35879,2.12556,1.03458,0.80913,0.71859,0.76376,0.38446,1.74665,2.10895,1.32773,0.000827748,0.000827748,0.000827748
19,1576.45,1.35127,2.1283,1.03208,0.81296,0.74157,0.77094,0.39226,1.73963,2.09156,1.33032,0.00079238,0.00079238,0.00079238
20,1659.79,1.34013,2.0988,1.02726,0.81651,0.73151,0.76669,0.39194,1.72407,2.10414,1.32652,0.000757013,0.000757013,0.000757013
21,1742.76,1.38849,2.17758,1.04338,0.81381,0.72816,0.7699,0.40085,1.72321,2.05372,1.31395,0.000721645,0.000721645,0.000721645
22,1825.81,1.38281,2.22129,1.04406,0.81342,0.73234,0.77239,0.40048,1.7113,2.05824,1.3049,0.000686277,0.000686277,0.000686277
23,1908.74,1.3682,2.20628,1.03894,0.80996,0.7407,0.77259,0.40046,1.72698,2.04693,1.31517,0.000650909,0.000650909,0.000650909
24,1991.95,1.35242,2.15578,1.02778,0.82391,0.73252,0.77717,0.4066,1.70251,1.98351,1.30027,0.000615542,0.000615542,0.000615542
25,2075.94,1.36469,2.18207,1.03812,0.82339,0.74837,0.7799,0.40852,1.68981,1.96464,1.28761,0.000580174,0.000580174,0.000580174
26,2158.95,1.34731,2.10166,1.02383,0.83452,0.74042,0.7758,0.40904,1.691,1.95537,1.2965,0.000544806,0.000544806,0.000544806
27,2241.77,1.33464,2.08939,1.02127,0.82825,0.74965,0.78367,0.41371,1.67553,1.94714,1.27861,0.000509438,0.000509438,0.000509438
28,2325.29,1.33087,2.0596,1.01536,0.82801,0.74501,0.7779,0.41478,1.67752,1.95622,1.28477,0.000474071,0.000474071,0.000474071
29,2408.28,1.32724,2.05345,1.01028,0.82817,0.74506,0.78078,0.40796,1.69421,1.94104,1.30647,0.000438703,0.000438703,0.000438703
30,2491.57,1.31272,2.01796,1.00202,0.85123,0.74708,0.7876,0.41728,1.68121,1.89854,1.28574,0.000403335,0.000403335,0.000403335
31,2575.24,1.33577,1.63459,1.07343,0.83999,0.74054,0.78175,0.41204,1.67709,1.93313,1.28934,0.000367967,0.000367967,0.000367967
32,2657.58,1.28155,1.53235,1.04503,0.83241,0.74201,0.78007,0.41621,1.68102,1.92741,1.28933,0.0003326,0.0003326,0.0003326
33,2739.54,1.28329,1.51503,1.04991,0.83324,0.74638,0.78564,0.41999,1.66874,1.90532,1.28067,0.000297232,0.000297232,0.000297232
34,2821.65,1.26642,1.46835,1.03358,0.84391,0.74818,0.79023,0.42586,1.65096,1.88972,1.2789,0.000261864,0.000261864,0.000261864
35,2903.58,1.24475,1.43782,1.02524,0.83701,0.76349,0.79683,0.43008,1.65644,1.86361,1.27923,0.000226497,0.000226497,0.000226497
36,2985.57,1.24116,1.4256,1.02867,0.83016,0.76285,0.79436,0.4323,1.64839,1.87341,1.27472,0.000191129,0.000191129,0.000191129
37,3067.38,1.21909,1.40236,1.00834,0.8386,0.75833,0.79714,0.43186,1.64367,1.84997,1.27555,0.000155761,0.000155761,0.000155761
38,3149.49,1.21281,1.39014,1.00542,0.85246,0.75278,0.79863,0.43711,1.64064,1.83722,1.27488,0.000120393,0.000120393,0.000120393
